topology,nb_roots,nb_proc,size,full_time,time,Gflops,simulation_time,application_time,user_time,system_time,major_page_fault,minor_page_fault,cpu_utilization,uss,rss,page_table_size,memory_size
file(bandwidth_high.xml),-1,512,100000,938.438,938.41,710.4,224.62,38.493,209.33,15.32,0,424420,0.99,161984512,1987239936,10620000,90636288
