topology,nb_roots,nb_proc,size,full_time,time,Gflops,simulation_time,application_time,user_time,system_time,major_page_fault,minor_page_fault,cpu_utilization,uss,rss,page_table_size,memory_size
file(bandwidth_low.xml),-1,512,100000,949.448,949.42,702.2,257.497,43.2913,240.78,16.71,0,384791,0.99,153444352,1978593280,10596000,98619392
