topology,nb_roots,nb_proc,size,full_time,time,Gflops,total_energy,used_energy,unused_energy,simulation_time,application_time,user_time,system_time,major_page_fault,minor_page_fault,cpu_utilization,uss,rss,page_table_size,memory_size
file(big_taurus.xml),-1,192,65536,164.991,164.87,1138.0,5092071.780142,538306.478763,4553765.301379,566.684,45.3374,544.56,20.62,0,1085826,0.99,80805888,36238888960,70736000,119336960
