topology,nb_roots,nb_proc,size,full_time,time,Gflops,total_energy,used_energy,unused_energy,simulation_time,application_time,user_time,system_time,major_page_fault,minor_page_fault,cpu_utilization,uss,rss,page_table_size,memory_size
file(big_taurus.xml),-1,3072,20000,15.317,15.03,354.8,820636.704963,820636.704963,0.0,6335.29,847.213,6176.02,157.87,0,2253612,0.99,1921753088,10626650112,44864000,1469648896
