topology,nb_roots,nb_proc,size,full_time,time,Gflops,simulation_time,application_time,user_time,system_time,major_page_fault,minor_page_fault,cpu_utilization,uss,rss,page_table_size,memory_size
"2;16,32;1,16;1,1",16,1024,2000000,2861010.0,2861012.55,1864.0,15198.3,2551.1,13714.01,1430.93,0,3872820,0.99,365555712,5273034752,21220000,3497111552
