shared,size,mem_access,system_time,user_time,nb_page_faults
False,4445557832,True,1.57,0.32,1085399
False,9344331591,False,0.0,0.0,59
False,9344331591,True,3.37,0.61,2281391
True,9344331591,False,0.45,0.0,151815
True,9344331591,True,1.83,1.27,2433145
True,2364288650,True,0.44,0.34,615869
True,2364288650,False,0.11,0.0,38650
False,2364288650,False,0.0,0.0,60
False,2364288650,True,0.84,0.16,577278
True,9289291778,True,1.94,1.15,2418815
False,9289291778,False,0.0,0.0,59
False,9289291778,True,3.29,0.66,2267954
True,9289291778,False,0.44,0.0,150920
False,6847560173,True,2.44,0.46,1671825
True,6847560173,False,0.32,0.0,111335
False,6847560173,False,0.0,0.0,57
True,6847560173,True,1.32,0.94,1783102
True,4906333815,False,0.23,0.0,79864
False,4906333815,False,0.0,0.0,59
True,4906333815,True,0.89,0.74,1277695
False,4906333815,True,1.73,0.35,1197895
False,1844248710,True,0.64,0.14,450315
False,1844248710,False,0.0,0.0,56
True,1844248710,True,0.33,0.27,480475
True,1844248710,False,0.08,0.0,30219
True,2201091311,False,0.1,0.0,36003
False,2201091311,True,0.81,0.12,537433
False,2201091311,False,0.0,0.0,60
True,2201091311,True,0.43,0.3,573380
True,7942193342,True,1.52,1.11,2068096
True,7942193342,False,0.38,0.0,121505
False,7942193342,True,2.83,0.54,1939072
False,7942193342,False,0.0,0.0,57
True,2056353869,False,0.1,0.0,33657
True,2056353869,True,0.37,0.3,535699
False,2056353869,False,0.0,0.0,59
False,2056353869,True,0.69,0.17,502098
False,9563623566,True,3.4,0.66,2334929
False,9563623566,False,0.0,0.0,59
True,9563623566,False,0.46,0.0,155370
True,9563623566,True,1.9,1.27,2490239
True,8770378870,True,1.75,1.15,2283715
False,8770378870,False,0.0,0.0,58
True,8770378870,False,0.42,0.0,142508
False,8770378870,True,3.11,0.61,2141265
True,6299054151,False,0.3,0.0,102441
True,6299054151,True,1.34,0.75,1640297
False,6299054151,False,0.0,0.0,60
False,6299054151,True,2.25,0.42,1537911
False,8802797182,False,0.0,0.0,57
False,8802797182,True,3.06,0.68,2149180
True,8802797182,False,0.42,0.0,143033
True,8802797182,True,1.89,1.02,2292153
False,3198567150,True,1.14,0.22,780960
True,3198567150,True,0.72,0.33,833077
True,3198567150,False,0.15,0.0,52175
False,3198567150,False,0.0,0.0,59
False,8200909661,False,0.0,0.0,55
False,8200909661,True,2.88,0.6,2002232
True,8200909661,False,0.39,0.0,133276
True,8200909661,True,1.92,0.8,2135452
False,5189002972,True,1.82,0.38,1266907
True,5189002972,False,0.24,0.0,79498
False,5189002972,False,0.0,0.0,60
True,5189002972,True,1.24,0.47,1351292
False,1270808881,False,0.0,0.0,59
True,1270808881,False,0.06,0.0,20922
True,1270808881,True,0.3,0.12,331178
False,1270808881,True,0.45,0.08,310316
True,5429779228,False,0.26,0.0,88349
False,5429779228,True,1.98,0.33,1325689
True,5429779228,True,1.27,0.52,1413977
False,5429779228,False,0.0,0.0,60
False,7082597514,False,0.0,0.0,59
True,7082597514,False,0.34,0.0,115142
True,7082597514,True,1.62,0.73,1844296
False,7082597514,True,2.54,0.47,1729209
False,2246209994,True,0.81,0.14,548449
False,2246209994,False,0.0,0.0,60
True,2246209994,True,0.52,0.22,585127
True,2246209994,False,0.1,0.0,36734
True,9522110040,False,0.45,0.0,154695
False,9522110040,False,0.0,0.0,59
True,9522110040,True,2.26,0.9,2479430
False,9522110040,True,3.45,0.6,2324789
False,6840897604,False,0.0,0.0,57
True,6840897604,False,0.32,0.0,111227
False,6840897604,True,2.39,0.52,1670202
True,6840897604,True,1.62,0.65,1781369
False,5971508857,True,2.08,0.45,1457943
False,5971508857,False,0.0,0.0,60
True,5971508857,True,1.42,0.55,1555019
True,5971508857,False,0.28,0.0,97132
False,6168423467,True,2.22,0.4,1506021
False,6168423467,False,0.0,0.0,59
True,6168423467,False,0.29,0.0,100322
True,6168423467,True,1.42,0.62,1606283
True,1658195741,True,0.38,0.16,430454
False,1658195741,True,0.63,0.07,404891
False,1658195741,False,0.0,0.0,59
True,1658195741,False,0.08,0.0,27202
True,1539539033,True,0.39,0.11,401145
False,1539539033,False,0.0,0.0,60
False,1539539033,True,0.56,0.08,375923
True,1539539033,False,0.07,0.0,25279
True,5005414454,True,1.22,0.43,1303497
False,5005414454,True,1.78,0.35,1222084
True,5005414454,False,0.23,0.0,81468
False,5005414454,False,0.0,0.0,58
