shared,size,mem_access,system_time,user_time,nb_page_faults
True,8765688942,True,2.16,0.75,2282492
True,8765688942,False,0.42,0.0,142431
False,8765688942,False,0.0,0.0,59
False,8765688942,True,3.26,0.46,2140119
False,5555723527,True,1.98,0.38,1356437
True,5555723527,True,1.31,0.52,1446769
True,5555723527,False,0.26,0.0,90392
False,5555723527,False,0.0,0.0,60
False,8873057261,False,0.0,0.0,59
True,8873057261,True,2.12,0.82,2310448
False,8873057261,True,3.17,0.59,2166331
True,8873057261,False,0.42,0.0,144173
False,1073218754,False,0.0,0.0,59
False,1073218754,True,0.39,0.06,262073
True,1073218754,False,0.05,0.0,17720
True,1073218754,True,0.27,0.08,279736
False,8309404035,False,0.0,0.0,59
False,8309404035,True,2.89,0.64,2028722
True,8309404035,False,0.4,0.0,135034
True,8309404035,True,1.96,0.79,2163700
False,8535436900,True,3.08,0.55,2083904
True,8535436900,True,2.01,0.81,2222546
False,8535436900,False,0.0,0.0,59
True,8535436900,False,0.4,0.0,138699
True,816946130,True,0.2,0.06,213013
True,816946130,False,0.04,0.0,13564
False,816946130,True,0.3,0.04,199509
False,816946130,False,0.0,0.0,59
False,5209215187,True,1.82,0.39,1271840
False,5209215187,False,0.0,0.0,60
True,5209215187,False,0.24,0.0,84772
True,5209215187,True,1.23,0.54,1356555
False,2410524740,True,0.82,0.19,588568
True,2410524740,False,0.11,0.0,39399
False,2410524740,False,0.0,0.0,60
True,2410524740,True,0.58,0.21,627904
False,4670939920,False,0.0,0.0,60
False,4670939920,True,1.66,0.32,1140425
True,4670939920,True,1.13,0.42,1216414
True,4670939920,False,0.22,0.0,76045
True,6656132948,False,0.32,0.0,108230
False,6656132948,False,0.0,0.0,59
False,6656132948,True,2.4,0.42,1625092
True,6656132948,True,1.57,0.63,1733263
False,628961055,False,0.0,0.0,58
True,628961055,True,0.15,0.05,164069
True,628961055,False,0.02,0.0,10516
False,628961055,True,0.22,0.04,153614
True,2451354508,False,0.11,0.0,40059
True,2451354508,True,0.58,0.23,638536
False,2451354508,False,0.0,0.0,59
False,2451354508,True,0.89,0.14,598533
False,8316986001,False,0.0,0.0,55
False,8316986001,True,3.03,0.52,2030574
True,8316986001,False,0.4,0.0,135157
True,8316986001,True,1.99,0.76,2165669
True,8831753648,False,0.42,0.0,135080
False,8831753648,True,3.09,0.65,2156248
False,8831753648,False,0.0,0.0,58
True,8831753648,True,2.12,0.8,2299691
False,5170513069,False,0.0,0.0,60
True,5170513069,False,0.24,0.0,84144
False,5170513069,True,1.87,0.32,1262392
True,5170513069,True,1.19,0.52,1346478
False,9452382488,True,3.36,0.66,2307768
True,9452382488,False,0.45,0.0,153563
True,9452382488,True,2.33,0.8,2461277
False,9452382488,False,0.0,0.0,58
True,5603817752,True,1.3,0.56,1459290
False,5603817752,False,0.0,0.0,59
False,5603817752,True,1.93,0.45,1368179
True,5603817752,False,0.26,0.0,91171
False,5280796535,False,0.0,0.0,60
True,5280796535,True,1.29,0.46,1375188
False,5280796535,True,1.91,0.33,1289315
True,5280796535,False,0.25,0.0,85934
False,6281125555,False,0.0,0.0,60
True,6281125555,True,1.5,0.58,1635629
True,6281125555,False,0.3,0.0,102150
False,6281125555,True,2.19,0.47,1533537
False,6291058240,True,2.24,0.42,1535962
False,6291058240,False,0.0,0.0,60
True,6291058240,True,1.5,0.59,1638216
True,6291058240,False,0.3,0.0,102310
False,9336299113,True,3.38,0.58,2279427
False,9336299113,False,0.0,0.0,58
True,9336299113,True,2.3,0.8,2431049
True,9336299113,False,0.44,0.0,142780
False,8930884845,False,0.0,0.0,61
True,8930884845,False,0.42,0.0,145110
False,8930884845,True,3.14,0.65,2180450
True,8930884845,True,2.16,0.79,2316986
False,1603497314,True,0.59,0.08,391536
True,1603497314,True,0.42,0.1,417795
False,1603497314,False,0.0,0.0,60
True,1603497314,False,0.07,0.0,26314
False,8839635285,False,0.0,0.0,58
True,8839635285,True,2.12,0.81,2301746
True,8839635285,False,0.42,0.0,143631
False,8839635285,True,3.13,0.62,2158171
False,5197166414,True,1.85,0.36,1268896
False,5197166414,False,0.0,0.0,60
True,5197166414,True,1.26,0.46,1353417
True,5197166414,False,0.24,0.0,84577
False,5581363511,True,2.0,0.37,1362696
False,5581363511,False,0.0,0.0,56
True,5581363511,True,1.33,0.52,1453445
True,5581363511,False,0.26,0.0,90806
True,3001267352,True,0.78,0.21,781709
True,3001267352,False,0.14,0.0,48977
False,3001267352,True,1.06,0.21,732789
False,3001267352,False,0.0,0.0,59
False,6975736549,False,0.0,0.0,60
False,6975736549,True,2.5,0.46,1703120
True,6975736549,True,1.67,0.64,1816475
True,6975736549,False,0.33,0.0,106757
True,1817498725,False,0.08,0.0,29785
False,1817498725,True,0.6,0.17,443784
False,1817498725,False,0.0,0.0,57
True,1817498725,True,0.44,0.16,473512
True,4740023840,False,0.22,0.0,77166
True,4740023840,True,1.1,0.46,1234399
False,4740023840,False,0.0,0.0,57
False,4740023840,True,1.67,0.34,1157291
False,7796473879,False,0.0,0.0,60
True,7796473879,True,1.89,0.69,2030156
False,7796473879,True,2.79,0.52,1903496
True,7796473879,False,0.37,0.0,126715
True,6664905743,True,1.58,0.62,1729190
False,6664905743,False,0.0,0.0,60
True,6664905743,False,0.32,0.0,108373
False,6664905743,True,2.35,0.48,1627232
True,1883054507,False,0.09,0.0,30846
False,1883054507,False,0.0,0.0,59
False,1883054507,True,0.67,0.12,459790
True,1883054507,True,0.42,0.2,490578
False,6654369998,True,2.39,0.44,1624661
True,6654369998,False,0.32,0.0,108203
True,6654369998,True,1.63,0.57,1732805
False,6654369998,False,0.0,0.0,59
True,6883512650,True,1.58,0.7,1792464
False,6883512650,False,0.0,0.0,58
True,6883512650,False,0.33,0.0,111916
False,6883512650,True,2.42,0.5,1680604
False,1665256884,False,0.0,0.0,58
False,1665256884,True,0.6,0.1,406614
True,1665256884,False,0.08,0.0,27317
True,1665256884,True,0.43,0.12,433873
True,19419997,False,0.0,0.0,635
False,19419997,False,0.0,0.0,59
False,19419997,True,0.0,0.0,4801
True,19419997,True,0.0,0.0,5376
False,7116301268,False,0.0,0.0,59
False,7116301268,True,2.64,0.38,1737439
True,7116301268,False,0.34,0.0,115691
True,7116301268,True,1.82,0.53,1853071
True,8447309123,True,2.05,0.74,2199601
False,8447309123,True,3.0,0.59,2062391
True,8447309123,False,0.4,0.0,137269
False,8447309123,False,0.0,0.0,59
True,2071790230,False,0.1,0.0,33908
True,2071790230,True,0.5,0.18,539713
False,2071790230,True,0.75,0.12,505868
False,2071790230,False,0.0,0.0,59
False,5928834695,False,0.0,0.0,57
True,5928834695,True,1.38,0.59,1543911
True,5928834695,False,0.28,0.0,96439
False,5928834695,True,2.11,0.41,1447528
False,1119183403,True,0.4,0.07,273297
False,1119183403,False,0.0,0.0,60
True,1119183403,True,0.26,0.1,291702
True,1119183403,False,0.05,0.0,18463
False,4319784016,True,1.54,0.29,1054692
True,4319784016,True,1.06,0.36,1124988
True,4319784016,False,0.2,0.0,70353
False,4319784016,False,0.0,0.0,60
False,1668080832,True,0.56,0.14,407306
False,1668080832,False,0.0,0.0,59
True,1668080832,False,0.08,0.0,27362
True,1668080832,True,0.35,0.19,434610
False,6605991731,False,0.0,0.0,60
True,6605991731,True,1.6,0.58,1713908
True,6605991731,False,0.31,0.0,107418
False,6605991731,True,2.39,0.42,1612845
False,5491400292,True,1.94,0.4,1340729
True,5491400292,False,0.26,0.0,89347
True,5491400292,True,1.31,0.51,1430021
