shared,size,mem_access,system_time,user_time,nb_page_faults
False,2281641824,False,0.0,0.0,61
True,2281641824,False,0.08,0.0,37310
True,2281641824,True,0.48,0.13,594353
True,7834979199,True,1.74,0.4,2040179
False,7834979199,True,1.74,0.28,418220
True,7834979199,False,0.28,0.0,127344
False,7834979199,False,0.0,0.0,59
True,5096638947,False,0.18,0.0,82947
False,5096638947,False,0.0,0.0,61
False,5096638947,True,0.42,0.17,3137
True,5096638947,True,1.09,0.28,1322386
False,5837022655,False,0.0,0.0,58
False,5837022655,True,0.49,0.23,3514
True,5837022655,False,0.21,0.0,94952
True,5837022655,True,1.26,0.35,1520007
True,9378306670,True,2.09,0.46,2441991
True,9378306670,False,0.33,0.0,143418
False,9378306670,False,0.0,0.0,63
False,9378306670,True,2.79,0.38,795010
False,1482592262,False,0.0,0.0,60
False,1482592262,True,0.13,0.05,1256
True,1482592262,False,0.05,0.0,24355
True,1482592262,True,0.31,0.08,386318
True,4903955694,True,1.03,0.3,1272401
True,4903955694,False,0.17,0.0,79825
False,4903955694,True,0.42,0.15,2597
False,4903955694,False,0.0,0.0,59
False,9766951691,False,0.0,0.0,62
True,9766951691,True,2.11,0.54,2543177
True,9766951691,False,0.35,0.0,158665
False,9766951691,True,3.12,0.39,889896
True,2523092261,True,0.56,0.14,657214
False,2523092261,False,0.0,0.0,62
False,2523092261,True,0.22,0.07,1826
True,2523092261,False,0.08,0.0,41224
False,6130705189,True,0.49,0.24,3674
True,6130705189,False,0.22,0.0,99713
False,6130705189,False,0.0,0.0,58
True,6130705189,True,1.32,0.34,1596470
True,7926679322,True,1.7,0.45,2064054
True,7926679322,False,0.28,0.0,128830
False,7926679322,False,0.0,0.0,62
False,7926679322,True,1.8,0.27,440608
True,4139824913,True,0.9,0.22,1078134
False,4139824913,False,0.0,0.0,60
False,4139824913,True,0.31,0.17,2559
True,4139824913,False,0.14,0.0,67435
True,7457978186,False,0.28,0.0,121233
False,7457978186,False,0.0,0.0,60
False,7457978186,True,1.41,0.31,326178
True,7457978186,True,1.61,0.42,1942027
False,1297797022,False,0.0,0.0,60
False,1297797022,True,0.11,0.05,1108
True,1297797022,True,0.28,0.07,338204
True,1297797022,False,0.04,0.0,21359
False,3671660173,True,0.34,0.1,2210
False,3671660173,False,0.0,0.0,63
True,3671660173,False,0.13,0.0,59845
True,3671660173,True,0.85,0.15,956248
False,6166700776,True,0.55,0.19,10927
True,6166700776,True,1.32,0.36,1599959
True,6166700776,False,0.22,0.0,100296
False,6166700776,False,0.0,0.0,58
True,6593191685,True,1.44,0.35,1716877
False,6593191685,True,0.84,0.22,115053
False,6593191685,False,0.0,0.0,60
True,6593191685,False,0.23,0.0,107211
True,926471529,True,0.21,0.04,240647
False,926471529,True,0.07,0.03,898
True,926471529,False,0.03,0.0,15339
False,926471529,False,0.0,0.0,61
True,9680083833,True,2.12,0.54,2520562
False,9680083833,True,3.08,0.3,868686
True,9680083833,False,0.35,0.0,157257
False,9680083833,False,0.0,0.0,59
True,5041207757,True,1.11,0.27,1312813
True,5041207757,False,0.18,0.0,82049
False,5041207757,True,0.41,0.18,2895
False,5041207757,False,0.0,0.0,62
False,4793502009,True,0.42,0.15,2713
True,4793502009,True,1.07,0.22,1248321
True,4793502009,False,0.17,0.0,78033
False,4793502009,False,0.0,0.0,61
True,3723657846,True,0.82,0.19,969787
True,3723657846,False,0.13,0.0,60690
False,3723657846,False,0.0,0.0,61
False,3723657846,True,0.3,0.13,2642
True,1556541559,False,0.06,0.0,25556
False,1556541559,True,0.13,0.05,1423
True,1556541559,True,0.29,0.12,405569
False,1556541559,False,0.0,0.0,60
False,8924046258,False,0.0,0.0,62
False,8924046258,True,2.53,0.34,684105
True,8924046258,True,1.93,0.5,2323724
True,8924046258,False,0.32,0.0,145001
False,3459467175,False,0.0,0.0,62
True,3459467175,True,0.75,0.18,901002
True,3459467175,False,0.12,0.0,56405
False,3459467175,True,0.27,0.13,2019
True,3111077321,True,0.67,0.17,810298
True,3111077321,False,0.11,0.0,50757
False,3111077321,False,0.0,0.0,61
False,3111077321,True,0.27,0.09,2296
True,382445586,False,0.01,0.0,6155
True,382445586,True,0.09,0.02,99527
False,382445586,True,0.02,0.01,429
False,382445586,False,0.0,0.0,61
False,4219742675,True,0.33,0.17,2648
False,4219742675,False,0.0,0.0,60
True,4219742675,True,0.88,0.26,1098943
True,4219742675,False,0.15,0.0,68732
False,5402959323,False,0.0,0.0,59
True,5402959323,False,0.2,0.0,87917
False,5402959323,True,0.45,0.17,3317
True,5402959323,True,1.2,0.28,1406996
False,3738300102,True,0.3,0.14,2130
